"Arquivo","Area","Imports","ImportadoPor","TemMain","SideEffects","Risco","Sugestao"
"_graveyard\quarentena\_backup\backup_20260120_163057\.quarantine\legacy\20260120_151252\tools\legacy_backup\patch_core_resultados.py","OUTRO","2","17","False","True","2","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\services\thread_service.py","OUTRO","2","12","False","True","2","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\controller.py","OUTRO","10","3","False","True","2","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163057\legacy\20260120_151252\tools\engine\logger.py","OUTRO","1","3","False","True","2","ATIVO"
"ui\services\thread_service.py","UI","2","12","False","True","2","ATIVO"
"admin\core\quarantine.py","ADMIN","3","1","False","True","2","ATIVO"
"_graveyard\quarentena\.quarantine\legacy\20260120_151252\tools\legacy_backup\patch_ui_runtime.py","OUTRO","2","24","False","True","2","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163822\.quarantine\legacy\20260120_151252\tools\legacy_backup\patch_core_resultados.py","OUTRO","2","17","False","True","2","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163822\.quarantine\legacy\20260120_151252\tools\legacy_backup\patch_ui_runtime.py","OUTRO","2","24","False","True","2","ATIVO"
"_graveyard\quarentena\legacy\20260120_151252\tools\engine\logger.py","OUTRO","1","3","False","True","2","ATIVO"
"admin\dashboard_ctk.py","ADMIN","7","3","True","True","2","ATIVO"
"_graveyard\quarentena\legacy\20260120_151252\tools\engine\tool_result.py","OUTRO","0","24","False","False","1","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163057\legacy\20260120_151252\tools\engine\tool_result.py","OUTRO","0","24","False","False","1","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163057\legacy\20260120_151252\tools\engine\registry.py","OUTRO","0","24","False","False","1","ATIVO"
"_graveyard\quarentena\legacy\20260120_151252\tools\engine\registry.py","OUTRO","0","24","False","False","1","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163822\legacy\20260120_151252\tools\engine\registry.py","OUTRO","0","24","False","False","1","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163822\legacy\20260120_151252\tools\engine\tool_result.py","OUTRO","0","24","False","False","1","ATIVO"
"_graveyard\quarentena\.quarantine\legacy\20260120_151252\tools\analyzers\__init__.py","OUTRO","0","3","False","False","1","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163057\.quarantine\legacy\20260120_151252\tools\analyzers\__init__.py","OUTRO","0","3","False","False","1","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163822\.quarantine\legacy\20260120_151252\tools\analyzers\__init__.py","OUTRO","0","3","False","False","1","ATIVO"
"_graveyard\legacy\20260120_151252\application\calculo_service.py","OUTRO","0","6","False","False","1","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\controllers\status_controller.py","OUTRO","0","21","False","False","1","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\services\log_service.py","OUTRO","0","9","False","False","1","ATIVO"
"admin\dashboard\views\__init__.py","ADMIN","0","3","False","False","1","ATIVO"
"_graveyard\_backup\backup_20260120_163057\admin\core\classifier.py","OUTRO","0","4","False","False","1","ATIVO"
"ui\controllers\status_controller.py","UI","0","21","False","False","1","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\services\log_service.py","OUTRO","0","9","False","False","1","ATIVO"
"_graveyard\_backup\backup_20260120_163822\legacy\20260120_151252\application\calculo_service.py","OUTRO","0","6","False","False","1","ATIVO"
"_graveyard\_backup\backup_20260120_163057\legacy\20260120_151252\application\calculo_service.py","OUTRO","0","6","False","False","1","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\controllers\status_controller.py","OUTRO","0","21","False","False","1","ATIVO"
"_graveyard\_backup\backup_20260120_163822\admin\core\classifier.py","OUTRO","0","4","False","False","1","ATIVO"
"ui\services\log_service.py","UI","0","9","False","False","1","ATIVO"
"admin\core\classifier.py","ADMIN","1","4","False","False","0","ATIVO"
"admin\dashboard\views\routes.py","ADMIN","1","4","False","False","0","ATIVO"
"admin\dashboard\views\overview.py","ADMIN","1","4","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163057\legacy\20260120_151252\tools\engine\runner.py","OUTRO","2","3","False","False","0","ATIVO"
"admin\base.py","ADMIN","1","9","False","False","0","ATIVO"
"admin\dashboard\views\logs.py","ADMIN","1","4","False","False","0","ATIVO"
"admin\tools\diagnostic_tool.py","ADMIN","4","22","False","False","0","ATIVO"
"admin\dashboard\dashboard.py","ADMIN","5","3","False","False","0","ATIVO"
"admin\core\scanner.py","ADMIN","1","3","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163057\legacy\20260120_151252\tools\engine\base_tool.py","OUTRO","1","18","False","False","0","ATIVO"
"admin\core\route_graph.py","ADMIN","3","2","False","False","0","ATIVO"
"admin\tools\quarantine_tool.py","ADMIN","3","8","False","False","0","ATIVO"
"admin\core\context.py","ADMIN","1","9","False","False","0","ATIVO"
"admin\registry.py","ADMIN","4","2","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\.quarantine\ui\controllers\configuracoes.py","OUTRO","1","3","False","False","0","ATIVO"
"_graveyard\.quarantine\ui\controllers\configuracoes.py","OUTRO","1","3","False","False","0","ATIVO"
"_graveyard\.quarantine\ui\consolidacao_mensal_window.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163057\.quarantine\legacy\20260120_151252\tools\impl\projectinspector.py","OUTRO","3","3","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163057\admin\tools\backup_tool.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163057\admin\tools\cache_tool.py","OUTRO","3","3","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163057\admin\tools\diagnostic_tool.py","OUTRO","4","22","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163057\admin\tools\quarantine_tool.py","OUTRO","3","8","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163057\admin\tools\structure_check_tool.py","OUTRO","2","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\theme.py","OUTRO","1","9","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\modal_base.py","OUTRO","1","28","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163057\legacy\20260120_151252\tools\maintenance\maintenance_runner.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\map_preview_modal.py","OUTRO","4","6","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\deslocamentos_queries.py","OUTRO","9","47","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\db.py","OUTRO","2","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\consolidacao.py","OUTRO","2","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\app.py","OUTRO","22","15","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\alerts.py","OUTRO","2","3","False","False","0","ATIVO"
"_graveyard\.quarantine\tests\unit\core\test_coord_diagnostico.py","OUTRO","1","17","False","False","0","ATIVO"
"core\snapping.py","CORE","4","3","False","False","0","ATIVO"
"_graveyard\.quarantine\ui\consolidacao_window.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\export_success_modal.py","OUTRO","3","3","False","False","0","ATIVO"
"core\preprocessador_coordenadas.py","CORE","4","3","False","False","0","ATIVO"
"core\coord_diagnostico.py","CORE","2","26","False","False","0","ATIVO"
"core\coord_validator.py","CORE","1","9","False","False","0","ATIVO"
"ui\componentes\alert_modal.py","UI","2","15","False","False","0","ATIVO"
"ui\windows\preview_window.py","UI","6","3","False","False","0","ATIVO"
"ui\windows\history_window.py","UI","12","3","False","False","0","ATIVO"
"ui\windows\config_window.py","UI","5","3","False","False","0","ATIVO"
"ui\theme.py","UI","1","9","False","False","0","ATIVO"
"ui\modal_base.py","UI","1","28","False","False","0","ATIVO"
"ui\map_preview_modal.py","UI","4","6","False","False","0","ATIVO"
"ui\export_success_modal.py","UI","3","3","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163822\legacy\20260120_151252\tools\maintenance\maintenance_runner.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163822\legacy\20260120_151252\tools\engine\base_tool.py","OUTRO","1","18","False","False","0","ATIVO"
"ui\deslocamentos_queries.py","UI","9","47","False","False","0","ATIVO"
"ui\db.py","UI","2","3","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163822\legacy\20260120_151252\tools\engine\runner.py","OUTRO","2","3","False","False","0","ATIVO"
"ui\consolidacao.py","UI","2","3","False","False","0","ATIVO"
"ui\app.py","UI","23","15","False","False","0","ATIVO"
"ui\alerts.py","UI","2","3","False","False","0","ATIVO"
"_graveyard\legacy\20260120_151252\tools\dashboards\maintenance_dashboard.py","OUTRO","3","9","False","False","0","ATIVO"
"ui\componentes\logo_animator.py","UI","6","6","False","False","0","ATIVO"
"ui\componentes\logo.py","UI","3","3","False","False","0","ATIVO"
"ui\componentes\progress_glow.py","UI","1","3","False","False","0","ATIVO"
"ui\stores\config_store.py","UI","2","9","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\windows\config_window.py","OUTRO","5","3","False","False","0","ATIVO"
"core\calculador.py","CORE","8","51","False","False","0","ATIVO"
"core\cache.py","CORE","2","3","False","False","0","ATIVO"
"ui\services\modelo_excel_service.py","UI","7","1","False","False","0","ATIVO"
"ui\layout\status_bar.py","UI","2","18","False","False","0","ATIVO"
"ui\layout\log_panel.py","UI","1","9","False","False","0","ATIVO"
"ui\layout\header.py","UI","3","3","False","False","0","ATIVO"
"ui\layout\footer.py","UI","1","3","False","False","0","ATIVO"
"core\persistencia_excel.py","CORE","3","3","False","False","0","ATIVO"
"ui\layout\file_selector.py","UI","3","3","False","False","0","ATIVO"
"ui\stores\history_store.py","UI","7","9","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163822\.quarantine\legacy\20260120_151252\tools\impl\projectinspector.py","OUTRO","3","3","False","False","0","ATIVO"
"ui\stores\deslocamentos_store.py","UI","2","41","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163822\admin\tools\backup_tool.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163822\admin\tools\cache_tool.py","OUTRO","3","3","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163822\admin\tools\diagnostic_tool.py","OUTRO","4","22","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163822\admin\tools\quarantine_tool.py","OUTRO","3","8","False","False","0","ATIVO"
"_graveyard\quarentena\_backup\backup_20260120_163822\admin\tools\structure_check_tool.py","OUTRO","2","3","False","False","0","ATIVO"
"ui\layout\actions_bar.py","UI","1","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\windows\history_window.py","OUTRO","12","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\componentes\logo.py","OUTRO","3","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\componentes\alert_modal.py","OUTRO","2","15","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\layout\file_selector.py","OUTRO","3","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\layout\actions_bar.py","OUTRO","1","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\stores\history_store.py","OUTRO","7","9","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\stores\deslocamentos_store.py","OUTRO","2","41","False","False","0","ATIVO"
"_graveyard\legacy\20260120_151252\tools\dashboards\tools_dashboard.py","OUTRO","3","6","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\componentes\progress_glow.py","OUTRO","1","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\componentes\logo.py","OUTRO","3","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\componentes\logo_animator.py","OUTRO","6","6","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\componentes\alert_modal.py","OUTRO","2","15","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\windows\preview_window.py","OUTRO","6","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\windows\history_window.py","OUTRO","12","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\windows\config_window.py","OUTRO","5","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\theme.py","OUTRO","1","9","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\modal_base.py","OUTRO","1","28","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\map_preview_modal.py","OUTRO","4","6","False","False","0","ATIVO"
"_graveyard\quarentena\.quarantine\legacy\20260120_151252\tools\impl\projectinspector.py","OUTRO","3","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\export_success_modal.py","OUTRO","3","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\layout\footer.py","OUTRO","1","3","False","False","0","ATIVO"
"_graveyard\quarentena\admin\tools\backup_tool.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\layout\header.py","OUTRO","3","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\layout\status_bar.py","OUTRO","2","18","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\.quarantine\ui\consolidacao_window.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\.quarantine\ui\consolidacao_mensal_window.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\admin\core\scanner.py","OUTRO","1","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\admin\core\context.py","OUTRO","3","9","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\admin\registry.py","OUTRO","4","2","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\admin\dashboard.py","OUTRO","4","3","True","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\admin\dashboard_ctk.py","OUTRO","9","3","True","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\admin\base.py","OUTRO","1","9","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\legacy\20260120_151252\tools\dashboards\tools_dashboard.py","OUTRO","3","6","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\legacy\20260120_151252\tools\dashboards\maintenance_dashboard.py","OUTRO","3","9","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\core\snapping.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\core\preprocessador_coordenadas.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\core\persistencia_excel.py","OUTRO","3","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\core\coord_validator.py","OUTRO","1","9","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\core\coord_diagnostico.py","OUTRO","2","26","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\core\calculador.py","OUTRO","8","51","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\core\cache.py","OUTRO","2","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\layout\log_panel.py","OUTRO","1","9","False","False","0","ATIVO"
"_graveyard\quarentena\admin\tools\cache_tool.py","OUTRO","3","3","False","False","0","ATIVO"
"_graveyard\quarentena\admin\tools\diagnostic_tool.py","OUTRO","4","22","False","False","0","ATIVO"
"_graveyard\quarentena\admin\tools\quarantine_tool.py","OUTRO","3","8","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\core\persistencia_excel.py","OUTRO","3","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\core\coord_validator.py","OUTRO","1","9","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\core\coord_diagnostico.py","OUTRO","2","26","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\core\calculador.py","OUTRO","8","51","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\core\cache.py","OUTRO","2","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\layout\status_bar.py","OUTRO","2","18","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\layout\log_panel.py","OUTRO","1","9","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\layout\header.py","OUTRO","3","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\layout\footer.py","OUTRO","1","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\layout\file_selector.py","OUTRO","3","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\layout\actions_bar.py","OUTRO","1","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\stores\history_store.py","OUTRO","7","9","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\stores\deslocamentos_store.py","OUTRO","2","41","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\stores\config_store.py","OUTRO","2","9","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\componentes\progress_glow.py","OUTRO","1","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\.quarantine\tests\unit\core\test_coord_diagnostico.py","OUTRO","1","17","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\componentes\logo_animator.py","OUTRO","6","6","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\core\preprocessador_coordenadas.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\core\snapping.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\legacy\20260120_151252\tools\dashboards\maintenance_dashboard.py","OUTRO","3","9","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\legacy\20260120_151252\tools\dashboards\tools_dashboard.py","OUTRO","3","6","False","False","0","ATIVO"
"_graveyard\quarentena\admin\tools\structure_check_tool.py","OUTRO","2","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\deslocamentos_queries.py","OUTRO","9","47","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\db.py","OUTRO","2","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\consolidacao.py","OUTRO","2","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\app.py","OUTRO","22","15","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\alerts.py","OUTRO","2","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\.quarantine\tests\unit\core\test_coord_diagnostico.py","OUTRO","1","17","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\.quarantine\ui\controllers\configuracoes.py","OUTRO","1","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\ui\windows\preview_window.py","OUTRO","6","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\.quarantine\ui\consolidacao_window.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\admin\core\scanner.py","OUTRO","1","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\admin\core\context.py","OUTRO","3","9","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\admin\registry.py","OUTRO","4","2","False","False","0","ATIVO"
"_graveyard\quarentena\legacy\20260120_151252\tools\maintenance\maintenance_runner.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\quarentena\legacy\20260120_151252\tools\engine\base_tool.py","OUTRO","1","18","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\admin\dashboard.py","OUTRO","4","3","True","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\admin\base.py","OUTRO","1","9","False","False","0","ATIVO"
"_graveyard\quarentena\legacy\20260120_151252\tools\engine\runner.py","OUTRO","2","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163057\.quarantine\ui\consolidacao_mensal_window.py","OUTRO","4","3","False","False","0","ATIVO"
"_graveyard\_backup\backup_20260120_163822\ui\stores\config_store.py","OUTRO","2","9","False","False","0","ATIVO"
